session_id,timestamp,event_type,metric_value
20250806_163331,1754508839.4177196,bocejo,0.9937111296882927
20250806_163331,1754508844.078541,bocejo,1.1386694007175922
20250806_163433,1754508893.4838321,bocejo,0.9086322321994281
20250806_163433,1754508907.0369356,olhos,0.15925181945842576
